Lat_NAD83	Long_NAD83	Datum_El	Vertical_stress	Publisher
53.80	-117.38	-3051	104548	Alberta Geological Survey
53.80	-117.36	-3033	104367	Alberta Geological Survey
53.80	-117.34	-3022	104391	Alberta Geological Survey
53.80	-117.32	-3016	104092	Alberta Geological Survey
53.80	-117.30	-3010	103710	Alberta Geological Survey
53.80	-117.28	-3003	103700	Alberta Geological Survey
53.80	-117.26	-2992	103200	Alberta Geological Survey
53.80	-117.24	-2978	102698	Alberta Geological Survey
53.80	-117.14	-2900	97862	Alberta Geological Survey
53.80	-117.12	-2884	97113	Alberta Geological Survey
53.80	-117.10	-2867	96467	Alberta Geological Survey
53.80	-117.08	-2855	95922	Alberta Geological Survey
53.80	-117.06	-2846	95393	Alberta Geological Survey
53.80	-117.04	-2830	94674	Alberta Geological Survey
53.80	-117.02	-2811	93885	Alberta Geological Survey
53.80	-117.00	-2792	93092	Alberta Geological Survey
53.80	-116.64	-2497	86487	Alberta Geological Survey
53.80	-116.62	-2480	85236	Alberta Geological Survey
53.80	-116.60	-2458	84272	Alberta Geological Survey
53.80	-116.58	-2433	83539	Alberta Geological Survey
53.80	-116.56	-2410	82742	Alberta Geological Survey
53.80	-116.54	-2388	81964	Alberta Geological Survey
53.80	-116.26	-2218	76554	Alberta Geological Survey
53.80	-116.24	-2210	76335	Alberta Geological Survey
53.80	-116.22	-2204	76137	Alberta Geological Survey
53.80	-116.20	-2197	75927	Alberta Geological Survey
53.80	-116.18	-2187	75637	Alberta Geological Survey
53.80	-116.16	-2175	75282	Alberta Geological Survey
53.80	-116.14	-2162	74908	Alberta Geological Survey
53.80	-116.12	-2150	74527	Alberta Geological Survey
53.80	-116.10	-2139	74172	Alberta Geological Survey
53.80	-116.08	-2129	73860	Alberta Geological Survey
53.82	-117.92	-3590	122703	Alberta Geological Survey
53.82	-117.90	-3576	122228	Alberta Geological Survey
53.82	-117.88	-3561	121850	Alberta Geological Survey
53.82	-117.86	-3547	121566	Alberta Geological Survey
53.82	-117.84	-3533	121303	Alberta Geological Survey
53.82	-117.82	-3518	120993	Alberta Geological Survey
53.82	-117.80	-3502	120583	Alberta Geological Survey
53.82	-117.78	-3481	120010	Alberta Geological Survey
53.82	-117.76	-3460	119387	Alberta Geological Survey
53.82	-117.74	-3437	118629	Alberta Geological Survey
53.82	-117.72	-3415	117855	Alberta Geological Survey
53.82	-117.70	-3392	117071	Alberta Geological Survey
53.82	-117.68	-3369	116293	Alberta Geological Survey
53.82	-117.66	-3345	115549	Alberta Geological Survey
53.82	-117.64	-3321	114780	Alberta Geological Survey
53.82	-117.62	-3297	114002	Alberta Geological Survey
53.82	-117.60	-3272	113203	Alberta Geological Survey
53.82	-117.58	-3247	112379	Alberta Geological Survey
53.82	-117.56	-3226	111629	Alberta Geological Survey
53.82	-117.54	-3216	111082	Alberta Geological Survey
53.82	-117.52	-3206	110562	Alberta Geological Survey
53.82	-117.50	-3196	109966	Alberta Geological Survey
53.82	-117.48	-3182	109074	Alberta Geological Survey
53.82	-117.46	-3154	108494	Alberta Geological Survey
53.82	-117.44	-3110	107322	Alberta Geological Survey
53.82	-117.42	-3065	105868	Alberta Geological Survey
53.82	-117.40	-3024	104139	Alberta Geological Survey
53.82	-117.38	-2993	102980	Alberta Geological Survey
53.82	-117.36	-2977	102092	Alberta Geological Survey
53.82	-117.34	-2975	102975	Alberta Geological Survey
53.82	-117.32	-2982	103158	Alberta Geological Survey
53.82	-117.30	-2988	102656	Alberta Geological Survey
53.82	-117.28	-2985	102034	Alberta Geological Survey
53.82	-117.26	-2972	101242	Alberta Geological Survey
53.82	-117.24	-2956	101482	Alberta Geological Survey
53.82	-117.22	-2940	101509	Alberta Geological Survey
53.82	-117.20	-2924	100736	Alberta Geological Survey
53.82	-117.18	-2908	99903	Alberta Geological Survey
53.82	-117.16	-2894	99006	Alberta Geological Survey
53.82	-117.14	-2882	98059	Alberta Geological Survey
53.82	-117.12	-2870	97201	Alberta Geological Survey
53.82	-117.10	-2856	96381	Alberta Geological Survey
53.82	-117.08	-2840	95586	Alberta Geological Survey
53.82	-117.06	-2824	94768	Alberta Geological Survey
53.82	-117.04	-2807	93957	Alberta Geological Survey
53.82	-117.02	-2789	93143	Alberta Geological Survey
53.82	-116.70	-2487	86066	Alberta Geological Survey
53.82	-116.68	-2472	86020	Alberta Geological Survey
53.82	-116.66	-2471	85990	Alberta Geological Survey
53.82	-116.64	-2470	85813	Alberta Geological Survey
53.82	-116.62	-2459	85314	Alberta Geological Survey
53.82	-116.60	-2432	84459	Alberta Geological Survey
53.82	-116.58	-2406	83474	Alberta Geological Survey
53.82	-116.56	-2384	82451	Alberta Geological Survey
53.82	-116.54	-2364	81543	Alberta Geological Survey
53.82	-116.24	-2181	75548	Alberta Geological Survey
53.82	-116.22	-2175	75386	Alberta Geological Survey
53.82	-116.20	-2169	75213	Alberta Geological Survey
53.82	-116.18	-2160	74970	Alberta Geological Survey
53.82	-116.16	-2150	74660	Alberta Geological Survey
53.82	-116.14	-2137	74303	Alberta Geological Survey
53.82	-116.12	-2125	73915	Alberta Geological Survey
53.82	-116.10	-2113	73558	Alberta Geological Survey
53.82	-116.08	-2106	73294	Alberta Geological Survey
53.84	-117.88	-3532	120424	Alberta Geological Survey
53.84	-117.86	-3517	120323	Alberta Geological Survey
53.84	-117.84	-3501	120195	Alberta Geological Survey
53.84	-117.82	-3485	119924	Alberta Geological Survey
53.84	-117.80	-3467	119493	Alberta Geological Survey
53.84	-117.78	-3448	118926	Alberta Geological Survey
53.84	-117.76	-3427	118275	Alberta Geological Survey
53.84	-117.74	-3406	117565	Alberta Geological Survey
53.84	-117.72	-3383	116770	Alberta Geological Survey
53.84	-117.70	-3361	115905	Alberta Geological Survey
53.84	-117.68	-3338	115090	Alberta Geological Survey
53.84	-117.66	-3315	114374	Alberta Geological Survey
53.84	-117.64	-3291	113663	Alberta Geological Survey
53.84	-117.62	-3268	112873	Alberta Geological Survey
53.84	-117.60	-3244	112185	Alberta Geological Survey
53.84	-117.58	-3222	111416	Alberta Geological Survey
53.84	-117.56	-3203	110775	Alberta Geological Survey
53.84	-117.54	-3188	110275	Alberta Geological Survey
53.84	-117.52	-3175	109820	Alberta Geological Survey
53.84	-117.50	-3161	109172	Alberta Geological Survey
53.84	-117.48	-3144	108392	Alberta Geological Survey
53.84	-117.46	-3114	107392	Alberta Geological Survey
53.84	-117.44	-3069	102885	Alberta Geological Survey
53.84	-117.42	-3018	104344	Alberta Geological Survey
53.84	-117.40	-2967	103576	Alberta Geological Survey
53.84	-117.38	-2930	103224	Alberta Geological Survey
53.84	-117.36	-2914	102090	Alberta Geological Survey
53.84	-117.34	-2930	102377	Alberta Geological Survey
53.84	-117.32	-2949	102135	Alberta Geological Survey
53.84	-117.30	-2965	101531	Alberta Geological Survey
53.84	-117.28	-2962	100650	Alberta Geological Survey
53.84	-117.26	-2947	98811	Alberta Geological Survey
53.84	-117.24	-2931	99678	Alberta Geological Survey
53.84	-117.22	-2914	99849	Alberta Geological Survey
53.84	-117.20	-2896	99580	Alberta Geological Survey
53.84	-117.18	-2879	99680	Alberta Geological Survey
53.84	-117.16	-2864	98655	Alberta Geological Survey
53.84	-117.14	-2853	97689	Alberta Geological Survey
53.84	-117.12	-2849	96995	Alberta Geological Survey
53.84	-117.10	-2836	96070	Alberta Geological Survey
53.84	-117.08	-2821	95181	Alberta Geological Survey
53.84	-117.06	-2804	94294	Alberta Geological Survey
53.84	-117.04	-2785	93379	Alberta Geological Survey
53.84	-117.02	-2769	92580	Alberta Geological Survey
53.84	-117.00	-2749	91764	Alberta Geological Survey
53.84	-116.76	-2516	85031	Alberta Geological Survey
53.84	-116.74	-2500	85327	Alberta Geological Survey
53.84	-116.72	-2484	85686	Alberta Geological Survey
53.84	-116.70	-2466	85346	Alberta Geological Survey
53.84	-116.68	-2449	85072	Alberta Geological Survey
53.84	-116.66	-2443	84896	Alberta Geological Survey
53.84	-116.64	-2443	84770	Alberta Geological Survey
53.84	-116.62	-2434	84514	Alberta Geological Survey
53.84	-116.60	-2410	83991	Alberta Geological Survey
53.84	-116.58	-2384	82937	Alberta Geological Survey
53.84	-116.56	-2365	81832	Alberta Geological Survey
53.84	-116.54	-2347	81006	Alberta Geological Survey
53.84	-116.22	-2159	74989	Alberta Geological Survey
53.84	-116.20	-2150	74734	Alberta Geological Survey
53.84	-116.18	-2140	74462	Alberta Geological Survey
53.84	-116.16	-2129	74159	Alberta Geological Survey
53.84	-116.14	-2117	73812	Alberta Geological Survey
53.84	-116.12	-2103	73415	Alberta Geological Survey
53.84	-116.10	-2090	73004	Alberta Geological Survey
53.84	-116.08	-2085	72811	Alberta Geological Survey
53.86	-117.86	-3486	119180	Alberta Geological Survey
53.86	-117.84	-3469	119302	Alberta Geological Survey
53.86	-117.82	-3452	119063	Alberta Geological Survey
53.86	-117.80	-3434	118477	Alberta Geological Survey
53.86	-117.78	-3415	117761	Alberta Geological Survey
53.86	-117.76	-3394	117078	Alberta Geological Survey
53.86	-117.74	-3374	116407	Alberta Geological Survey
53.86	-117.72	-3352	115691	Alberta Geological Survey
53.86	-117.70	-3330	114377	Alberta Geological Survey
53.86	-117.68	-3308	113657	Alberta Geological Survey
53.86	-117.66	-3286	113089	Alberta Geological Survey
53.86	-117.64	-3263	112479	Alberta Geological Survey
53.86	-117.62	-3241	111583	Alberta Geological Survey
53.86	-117.60	-3220	110899	Alberta Geological Survey
53.86	-117.58	-3199	110441	Alberta Geological Survey
53.86	-117.56	-3180	109847	Alberta Geological Survey
53.86	-117.54	-3162	109296	Alberta Geological Survey
53.86	-117.52	-3143	108747	Alberta Geological Survey
53.86	-117.50	-3126	108187	Alberta Geological Survey
53.86	-117.48	-3106	107714	Alberta Geological Survey
53.86	-117.46	-3078	106833	Alberta Geological Survey
53.86	-117.44	-3042	105429	Alberta Geological Survey
53.86	-117.42	-2999	104399	Alberta Geological Survey
53.86	-117.40	-2951	103006	Alberta Geological Survey
53.86	-117.38	-2919	101643	Alberta Geological Survey
53.86	-117.36	-2914	101780	Alberta Geological Survey
53.86	-117.34	-2917	101716	Alberta Geological Survey
53.86	-117.32	-2924	101284	Alberta Geological Survey
53.86	-117.30	-2927	101307	Alberta Geological Survey
53.86	-117.28	-2924	101074	Alberta Geological Survey
53.86	-117.26	-2915	100562	Alberta Geological Survey
53.86	-117.24	-2901	99057	Alberta Geological Survey
53.86	-117.22	-2885	98724	Alberta Geological Survey
53.86	-117.20	-2867	98918	Alberta Geological Survey
53.86	-117.18	-2848	98670	Alberta Geological Survey
53.86	-117.16	-2827	97587	Alberta Geological Survey
53.86	-117.14	-2800	96262	Alberta Geological Survey
53.86	-117.12	-2784	95242	Alberta Geological Survey
53.86	-117.10	-2790	94853	Alberta Geological Survey
53.86	-117.08	-2794	94473	Alberta Geological Survey
53.86	-117.06	-2800	94224	Alberta Geological Survey
53.86	-117.04	-2791	93652	Alberta Geological Survey
53.86	-117.02	-2758	92468	Alberta Geological Survey
53.86	-117.00	-2730	91468	Alberta Geological Survey
53.86	-116.76	-2494	84223	Alberta Geological Survey
53.86	-116.74	-2481	84043	Alberta Geological Survey
53.86	-116.72	-2469	84131	Alberta Geological Survey
53.86	-116.70	-2458	84313	Alberta Geological Survey
53.86	-116.68	-2449	84328	Alberta Geological Survey
53.86	-116.66	-2440	83971	Alberta Geological Survey
53.86	-116.64	-2430	83370	Alberta Geological Survey
53.86	-116.62	-2419	82861	Alberta Geological Survey
53.86	-116.60	-2402	82127	Alberta Geological Survey
53.86	-116.58	-2374	81014	Alberta Geological Survey
53.86	-116.56	-2349	80200	Alberta Geological Survey
53.86	-116.54	-2331	79953	Alberta Geological Survey
53.86	-116.22	-2147	74670	Alberta Geological Survey
53.86	-116.20	-2136	74394	Alberta Geological Survey
53.86	-116.18	-2126	74104	Alberta Geological Survey
53.86	-116.16	-2116	73810	Alberta Geological Survey
53.86	-116.14	-2105	73509	Alberta Geological Survey
53.86	-116.12	-2094	73195	Alberta Geological Survey
53.86	-116.10	-2084	72892	Alberta Geological Survey
53.86	-116.08	-2076	72620	Alberta Geological Survey
53.86	-116.06	-2069	72380	Alberta Geological Survey
53.88	-117.80	-3401	117523	Alberta Geological Survey
53.88	-117.78	-3382	116683	Alberta Geological Survey
53.88	-117.76	-3362	115769	Alberta Geological Survey
53.88	-117.74	-3342	114967	Alberta Geological Survey
53.88	-117.72	-3321	114282	Alberta Geological Survey
53.88	-117.70	-3300	113366	Alberta Geological Survey
53.88	-117.68	-3278	112505	Alberta Geological Survey
53.88	-117.66	-3257	111886	Alberta Geological Survey
53.88	-117.64	-3236	111355	Alberta Geological Survey
53.88	-117.62	-3215	110749	Alberta Geological Survey
53.88	-117.60	-3195	110067	Alberta Geological Survey
53.88	-117.58	-3175	109324	Alberta Geological Survey
53.88	-117.56	-3156	108849	Alberta Geological Survey
53.88	-117.54	-3138	108222	Alberta Geological Survey
53.88	-117.52	-3121	107427	Alberta Geological Survey
53.88	-117.50	-3103	106617	Alberta Geological Survey
53.88	-117.48	-3085	105834	Alberta Geological Survey
53.88	-117.46	-3063	105691	Alberta Geological Survey
53.88	-117.44	-3040	105089	Alberta Geological Survey
53.88	-117.42	-3015	104450	Alberta Geological Survey
53.88	-117.40	-2986	103650	Alberta Geological Survey
53.88	-117.38	-2957	102790	Alberta Geological Survey
53.88	-117.36	-2936	101918	Alberta Geological Survey
53.88	-117.34	-2923	101536	Alberta Geological Survey
53.88	-117.32	-2914	100531	Alberta Geological Survey
53.88	-117.30	-2907	100830	Alberta Geological Survey
53.88	-117.28	-2898	100002	Alberta Geological Survey
53.88	-117.26	-2887	99320	Alberta Geological Survey
53.88	-117.24	-2874	99388	Alberta Geological Survey
53.88	-117.22	-2859	98755	Alberta Geological Survey
53.88	-117.20	-2842	98041	Alberta Geological Survey
53.88	-117.18	-2823	97457	Alberta Geological Survey
53.88	-117.16	-2803	96517	Alberta Geological Survey
53.88	-117.14	-2781	95375	Alberta Geological Survey
53.88	-117.12	-2763	94334	Alberta Geological Survey
53.88	-117.10	-2759	93728	Alberta Geological Survey
53.88	-117.08	-2759	93301	Alberta Geological Survey
53.88	-117.06	-2756	92928	Alberta Geological Survey
53.88	-117.04	-2745	92489	Alberta Geological Survey
53.88	-117.02	-2723	92000	Alberta Geological Survey
53.88	-117.00	-2699	91515	Alberta Geological Survey
53.88	-116.72	-2453	83106	Alberta Geological Survey
53.88	-116.70	-2445	83349	Alberta Geological Survey
53.88	-116.68	-2439	83329	Alberta Geological Survey
53.88	-116.66	-2429	82885	Alberta Geological Survey
53.88	-116.64	-2415	82124	Alberta Geological Survey
53.88	-116.62	-2399	81249	Alberta Geological Survey
53.88	-116.60	-2379	80258	Alberta Geological Survey
53.88	-116.58	-2356	79216	Alberta Geological Survey
53.88	-116.56	-2335	78684	Alberta Geological Survey
53.88	-116.54	-2318	78821	Alberta Geological Survey
53.88	-116.22	-2134	74377	Alberta Geological Survey
53.88	-116.20	-2124	74092	Alberta Geological Survey
53.88	-116.18	-2115	73815	Alberta Geological Survey
53.88	-116.16	-2105	73545	Alberta Geological Survey
53.88	-116.14	-2095	73284	Alberta Geological Survey
53.88	-116.12	-2086	73015	Alberta Geological Survey
53.88	-116.10	-2078	72748	Alberta Geological Survey
53.88	-116.08	-2069	72470	Alberta Geological Survey
53.88	-116.06	-2060	72192	Alberta Geological Survey
53.90	-117.70	-3270	112426	Alberta Geological Survey
53.90	-117.68	-3249	111193	Alberta Geological Survey
53.90	-117.66	-3228	110661	Alberta Geological Survey
53.90	-117.64	-3208	110352	Alberta Geological Survey
53.90	-117.62	-3188	109884	Alberta Geological Survey
53.90	-117.60	-3168	109336	Alberta Geological Survey
53.90	-117.58	-3149	108353	Alberta Geological Survey
53.90	-117.56	-3131	108179	Alberta Geological Survey
53.90	-117.54	-3114	107536	Alberta Geological Survey
53.90	-117.52	-3098	106544	Alberta Geological Survey
53.90	-117.50	-3083	105658	Alberta Geological Survey
53.90	-117.48	-3068	105431	Alberta Geological Survey
53.90	-117.46	-3052	105248	Alberta Geological Survey
53.90	-117.44	-3036	104961	Alberta Geological Survey
53.90	-117.42	-3023	104448	Alberta Geological Survey
53.90	-117.40	-3006	103755	Alberta Geological Survey
53.90	-117.38	-2973	102600	Alberta Geological Survey
53.90	-117.36	-2945	101549	Alberta Geological Survey
53.90	-117.34	-2924	100960	Alberta Geological Survey
53.90	-117.32	-2906	99630	Alberta Geological Survey
53.90	-117.30	-2892	98615	Alberta Geological Survey
53.90	-117.28	-2878	95203	Alberta Geological Survey
53.90	-117.26	-2865	97474	Alberta Geological Survey
53.90	-117.24	-2851	98481	Alberta Geological Survey
53.90	-117.22	-2836	98160	Alberta Geological Survey
53.90	-117.20	-2820	97418	Alberta Geological Survey
53.90	-117.18	-2804	96499	Alberta Geological Survey
53.90	-117.16	-2785	95476	Alberta Geological Survey
53.90	-117.14	-2764	94351	Alberta Geological Survey
53.90	-117.12	-2748	93340	Alberta Geological Survey
53.90	-117.10	-2736	92493	Alberta Geological Survey
53.90	-117.08	-2726	91777	Alberta Geological Survey
53.90	-117.06	-2714	91149	Alberta Geological Survey
53.90	-117.04	-2700	90710	Alberta Geological Survey
53.90	-117.02	-2681	90752	Alberta Geological Survey
53.90	-117.00	-2660	91484	Alberta Geological Survey
53.90	-116.70	-2422	82892	Alberta Geological Survey
53.90	-116.68	-2413	82455	Alberta Geological Survey
53.90	-116.66	-2403	81831	Alberta Geological Survey
